cm,part,description,state,first_shortage_date,shortage_qty,opening,undated,products
Sienna,10-000564,CAP CER 1.2PF 50V C0G/NPO 0402 AEC-Q,IN_PRODUCTION,,0.0,18710.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000569,CAP CER 1UF 35V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,109315.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000572,CAP CER 12PF 5% 50V C0H/CH 0402 AEC-Q,IN_PRODUCTION,,0.0,22603.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000585,RES 0 OHM JUMPER 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,292962.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000589,CAP FILM 0.47UF 20% 760VDC RAD,IN_PRODUCTION,,0.0,9203.0,3.0,"Bridge, PV Hub"
Sienna,10-000590,TVS DIODE 12.8VWM 27.2VC SMB,IN_PRODUCTION,,0.0,12839.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000605,DIODE ARRAY AEC-Q,IN_PRODUCTION,,0.0,73933.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000607,LED GREEN CLEAR CHIP SMD,IN_PRODUCTION,,0.0,33366.0,2000.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000610,CAP CER 0.022UF 50V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,24202.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000616,RES SMD 330K OHM 0.1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,67330.0,0.0,9.6 KW Inverter
Sienna,10-000619,RES 1M OHM 5% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,59573.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000622,IC ENERGY METER 1PHASE 32QFN,IN_PRODUCTION,,0.0,12107.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000629,2 x 2 Black Rectangular Power Connector,IN_PRODUCTION,,0.0,5176.0,0.0,Bridge
Sienna,10-000630,1 x 4 Black Rectangular Power Connector,IN_PRODUCTION,,0.0,3828.0,0.0,Bridge
Sienna,10-000631,Rectangular Power Connector,IN_PRODUCTION,,0.0,11666.0,0.0,9.6 KW Inverter
Sienna,10-000634,"Board Connector, 10 Contact(s), 2 Row(s), Male, Straight, 0.05 inch Pitch, Surface Mount Terminal, L",IN_PRODUCTION,,0.0,11332.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000635,CAP CER 10UF 35V X7R 1206 AEC-Q,IN_PRODUCTION,,0.0,238009.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000637,CAP CER 4.7PF 50V C0G/NPO 0402 AEC-Q,IN_PRODUCTION,,0.0,50614.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000639,DIODE SBR 40V 3A SMA,IN_PRODUCTION,,0.0,11327.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000645,RES SMD 100K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,135798.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000649,RES SMD 51K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,5919.0,0.0,9.6 KW Inverter
Sienna,10-000657,RES SMD 750 OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,72006.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000658,RES SMD 10K OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,271481.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000662,"Buffer/Inverter Based MOSFET Driver, PDSO8",IN_PRODUCTION,,0.0,12306.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000667,CAP CER 18PF 50V C0G/NP0 0402 AEC-Q,IN_PRODUCTION,,0.0,30539.0,0.0,9.6 KW Inverter
Sienna,10-000668,CAP CER 6.8PF 50V C0G/NP0 0402 AEC-Q,IN_PRODUCTION,,0.0,50601.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000669,CAP CER 22UF 25V X7R 1812 ASEC-Q,IN_PRODUCTION,,0.0,30221.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000670,DIODE TVS 6.5VWM 11.2VC SMA,IN_PRODUCTION,,0.0,14482.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000672,TVS DIODE 8.55VWM 18.6VC SMB,IN_PRODUCTION,,0.0,28447.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000673,FIXED IND 2.2UH 1.5A 69.6MOHM SM,IN_PRODUCTION,,0.0,6138.0,0.0,PV Hub
Sienna,10-000674,FERRITE BEAD 1 KOHM 0402 1LN,IN_PRODUCTION,,0.0,36016.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000675,RES SMD 12K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,15193.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000676,RES SMD 75 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,45835.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000677,RES SMD 50 Ohm 1% 50 PPM,IN_PRODUCTION,,0.0,64162.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000678,RES SMD 150 OHM 1% 1/3W 0603 AEC-Q,IN_PRODUCTION,,0.0,25364.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000679,RES SMD 33 OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,22403.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000680,RES SMD 6.8K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,43535.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000681,RES 2K OHM 1% 1/10W 0402 AEC-Q,IN_PRODUCTION,,0.0,58931.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000682,RES SMD 47K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,167263.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000684,RES SMD 31.6 OHM 1% 1/10 0402 AEC-Q,IN_PRODUCTION,,0.0,15205.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000685,RES SMD 20 OHM 1% 1/10W 0402 AEC-Q,IN_PRODUCTION,,0.0,25169.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000688,"Switching Regulator, Current-mode, 0.7A, 2080kHz Switching Freq-Max, NMOS, PDSO5",IN_PRODUCTION,,0.0,14462.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000689,Programmable power line communication modem System on Chip,IN_PRODUCTION,,0.0,13224.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000692,CAP CER 8PF 50V NP0 0402,IN_PRODUCTION,,0.0,82242.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000693,RES SMD 5.1K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,403403.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000695,IC MCU 32BIT 200KB FLASH 64LQFP,IN_PRODUCTION,,0.0,32807.0,0.0,Maximizer Box
Sienna,10-000702,"Interface Circuit, PDSO8",IN_PRODUCTION,,0.0,35494.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000711,CMC 100UH 150MA 2LN SMD AEC-Q200,IN_PRODUCTION,,0.0,25074.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000778,"Screw,M5x0.8 6g x10mm,BHT T-25,Flange,Steel,ZiNi BC,Nylon Patch",IN_PRODUCTION,,0.0,37057.0,0.0,9.6 KW Inverter
Sienna,10-000825,IC MPU SITARA 1.0GHZ 324NFBGA,IN_PRODUCTION,,0.0,3572.0,0.0,9.6 KW Inverter
Sienna,10-000841,CAP CER 3300PF 50V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,14661.0,0.0,9.6 KW Inverter
Sienna,10-000848,RES 510 OHM 0.1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,14398.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000850,"Opamp, 1 Func, 15uV Offset-Max, CMOS, PDSO5",IN_PRODUCTION,,0.0,17371.0,0.0,9.6 KW Inverter
Sienna,10-000851,Current Sense Amplifier 1 Circuit Rail-to-Rail SC-70-6 AEC-Q,IN_PRODUCTION,,0.0,7622.0,0.0,9.6 KW Inverter
Sienna,10-000989,OPTOISOLATOR 5KV TRANSISTOR 4SMD,IN_PRODUCTION,,0.0,9087.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000991,MOSFET N-CHANNEL 20V 4A SOT23F,IN_PRODUCTION,,0.0,61027.0,0.0,9.6 KW Inverter
Sienna,10-001004,RES SMD 10K OHM 1% 1/3W 0603 AEC-Q,IN_PRODUCTION,,0.0,1139529.0,0.0,"9.6 KW Inverter, Bridge, Maximizer Box, PV Hub"
Sienna,10-001007,RES 10 OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,24141.0,0.0,9.6 KW Inverter
Sienna,10-001019,RES SMD 10K OHM 1% 1/2W 0805 AEC-Q,IN_PRODUCTION,,0.0,31411.0,0.0,9.6 KW Inverter
Sienna,10-001029,RES 6.2K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,117536.0,60000.0,Maximizer Box
Sienna,10-001048,RES 3.6K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,14130.0,0.0,9.6 KW Inverter
Sienna,10-001051,IC REG LINEAR 3.3V 1A SOT223,IN_PRODUCTION,,0.0,9607.0,0.0,9.6 KW Inverter
Sienna,10-001055,RES 15K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,21513.0,0.0,"9.6 KW Inverter, PV Hub"
Sienna,10-001061,CAP CER 0.47UF 25V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,24037.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-001069,RES 82K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,13648.0,0.0,9.6 KW Inverter
Sienna,10-001097,RES SMD 100K OHM 5% 1/3W 0603 AEC-Q,IN_PRODUCTION,,0.0,370253.0,0.0,"9.6 KW Inverter, Maximizer Box"
Sienna,10-001105,RES SMD 30K OHM 1% 1/10W 0402 AEC-Q,IN_PRODUCTION,,0.0,21169.0,0.0,9.6 KW Inverter
Sienna,10-001127,RES 330 OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,52223.0,0.0,9.6 KW Inverter
Sienna,10-001133,RES SMD 5.1K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,46704.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-001136,RES SMD 68K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,10991.0,0.0,9.6 KW Inverter
Sienna,10-001137,RES 0 OHM JUMPER 0603 SMD AEC-Q,IN_PRODUCTION,,0.0,100876.0,0.0,9.6 KW Inverter
Sienna,10-001144,RES SMD 20K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,9749.0,0.0,9.6 KW Inverter
Sienna,10-001146,RES SMD 6.81K OHM 1% 1/8W 0603 AEC-Q,IN_PRODUCTION,,0.0,122622.0,0.0,Maximizer Box
Sienna,10-001152,RES SMD 10K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,129453.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-001154,RES SMD 11K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,8033.0,0.0,PV Hub
Sienna,10-001156,RES SMD 25.5K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,12770.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-001158,RES SMD 200 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,13578.0,0.0,9.6 KW Inverter
Sienna,10-001159,RES SMD 10 OHM 1% 1/3W 0603 AEC-Q,IN_PRODUCTION,,0.0,237308.0,0.0,Maximizer Box
Sienna,10-001173,RES SMD 150 OHM 0.1% 1/10W 0603,IN_PRODUCTION,,0.0,9314.0,0.0,9.6 KW Inverter
Sienna,10-001181,RES SMD 249K OHM 0.1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,81412.0,0.0,Bridge
Sienna,10-001189,RES SMD 3.3K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,29006.0,0.0,9.6 KW Inverter
Sienna,10-001230,RES SMD 49.9 OHM 1% 0.33W 0402 AEC-Q,IN_PRODUCTION,,0.0,40446.0,0.0,9.6 KW Inverter
Sienna,10-001277,CAP CER 2.2UF 100V X7R 1206,IN_PRODUCTION,,0.0,201601.0,0.0,Maximizer Box
Sienna,10-001325,IC REG LINEAR 5V 200MA TSOT23-5,IN_PRODUCTION,,0.0,5998.0,0.0,9.6 KW Inverter
Sienna,10-001337,XMC4400F100K512BAXQMA1,IN_PRODUCTION,,0.0,2479.0,0.0,9.6 KW Inverter
Sienna,10-001374,GANFET N-CH 80V 90A DIE AEC-Q,IN_PRODUCTION,,0.0,207564.0,0.0,Maximizer Box
Sienna,10-001375,RES 16K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,18074.0,0.0,9.6 KW Inverter
Sienna,10-001376,RES 4.7K OHM 5% 1/10W 0603,IN_PRODUCTION,,0.0,85829.0,0.0,9.6 KW Inverter
Sienna,10-001409,CONN HEADER SMD 6POS 2.5MM,IN_PRODUCTION,,0.0,5768.0,0.0,Bridge
Sienna,10-001414,DIODE ZENER 10V 500MW SOD123 AEC-Q,IN_PRODUCTION,,0.0,8744.0,0.0,9.6 KW Inverter
Sienna,10-001437,DIODE RECT 100V 20A DPAK,IN_PRODUCTION,,0.0,6241.0,0.0,9.6 KW Inverter
Sienna,10-001440,IC OPAMP GP 2 CIRCUIT 8TSSOP,IN_PRODUCTION,,0.0,107386.0,0.0,Maximizer Box
Sienna,10-001480,"Screw,6-19xPLAST 48/2, 0.5"",BHT T-15,T/F,Steel,ZnNi BC",IN_PRODUCTION,,0.0,87299.0,0.0,9.6 KW Inverter
Sienna,10-001525,FIXED IND 33UH 1.1A 286 MOHM SMD,IN_PRODUCTION,,0.0,85085.0,0.0,Maximizer Box
Sienna,10-001548,RES 0 OHM JUMPER 1/10W 0603,IN_PRODUCTION,,0.0,367983.0,0.0,"9.6 KW Inverter, Maximizer Box"
Sienna,10-001560,WL-SMCW SMT MONO-COLOR CHIP LED,IN_PRODUCTION,,0.0,12593.0,0.0,9.6 KW Inverter
Sienna,10-001570,RES 4.99K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,42427.0,0.0,9.6 KW Inverter
Sienna,10-001571,CAP CER 39PF 50V C0G/NP0 0603,IN_PRODUCTION,,0.0,370104.0,0.0,Maximizer Box
Sienna,10-001572,RES 249K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,206713.0,0.0,"Maximizer Box, PV Hub"
Sienna,10-001598,RES SMD 1K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,446501.0,0.0,Maximizer Box
Sienna,10-001610,DIODE SCHOTTKY 80V 1A SOD123 AEC-Q,IN_PRODUCTION,,0.0,17507.0,0.0,Maximizer Box
Sienna,10-001622,CAP CER 0805 1NF 200V C0G 5% AEC-Q,IN_PRODUCTION,,0.0,12298.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-001625,CAP CER 100PF 630V C0G/NP0 1206 AEC-Q,IN_PRODUCTION,,0.0,8720.0,0.0,9.6 KW Inverter
Sienna,10-001634,RES 8.45K OHM 1% 1/4W 0805 AEC-Q,IN_PRODUCTION,,0.0,7541.0,0.0,9.6 KW Inverter
Sienna,10-001641,CAP CER 22UF 25V X7R 1210,IN_PRODUCTION,,0.0,123734.0,0.0,9.6 KW Inverter
Sienna,10-001653,CAP CER 1500PF 250V NONSTND SMD,IN_PRODUCTION,,0.0,6688.0,0.0,Bridge
Sienna,10-001654,CAP CER 0.22UF 10V X7R 0402,IN_PRODUCTION,,0.0,328807.0,0.0,"9.6 KW Inverter, Maximizer Box"
Sienna,10-001658,CAP CER 1UF 100V X7S 0805 AEC-Q,IN_PRODUCTION,,0.0,5039.0,0.0,9.6 KW Inverter
Sienna,10-001662,CAP CER 27PF 1KV C0G/NP0 1206,IN_PRODUCTION,,0.0,9936.0,0.0,PV Hub
Sienna,10-001674,DIODE GEN PURP 600V 1A SMA,IN_PRODUCTION,,0.0,36836.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-001676,FIXED IND 6.8UH 4.5A 50.16 MOHM AEC-Q,IN_PRODUCTION,,0.0,12639.0,0.0,9.6 KW Inverter
Sienna,10-001681,RES SMD 27 OHM 5% 1/2W 0805 AEC-Q,IN_PRODUCTION,,0.0,136788.0,0.0,9.6 KW Inverter
Sienna,10-001697,CAP CER 10UF 25V X7R 1206,IN_PRODUCTION,,0.0,538118.0,0.0,"9.6 KW Inverter, Maximizer Box"
Sienna,10-001702,RES 1M OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,1108961.0,0.0,Maximizer Box
Sienna,10-001704,RES 0 OHM JUMPER 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,128520.0,10000.0,"9.6 KW Inverter, Bridge, Maximizer Box"
Sienna,10-001707,"Diode, Field-Effect Rectifier, 100 V 40 A",IN_PRODUCTION,,0.0,55369.0,0.0,Maximizer Box
Sienna,10-001710,DIODE SCHOTTKY 40V 2A SOD123W,IN_PRODUCTION,,0.0,13566.0,0.0,9.6 KW Inverter
Sienna,10-001711,FBead 0603 3A 30mOhm SMD,IN_PRODUCTION,,0.0,26866.0,0.0,9.6 KW Inverter
Sienna,10-001712,FERRITE BEAD 50 OHM 0603 1LN AEC-Q,IN_PRODUCTION,,0.0,193190.0,0.0,9.6 KW Inverter
Sienna,10-001714,FERRITE BEAD 120 OHM 0603 1LN,IN_PRODUCTION,,0.0,309537.0,0.0,9.6 KW Inverter
Sienna,10-001717,CAP CER 100PF ±10% 50V C0G 0402,IN_PRODUCTION,,0.0,25003.0,0.0,9.6 KW Inverter
Sienna,10-001720,CAP CER 0.22UF 50V X7R 0603,IN_PRODUCTION,,0.0,57447.0,0.0,9.6 KW Inverter
Sienna,10-001721,CAP CER 2.2UF 16V X7S 0603 AEC-Q,IN_PRODUCTION,,0.0,142307.0,0.0,9.6 KW Inverter
Sienna,10-001722,CAP CER 10000PF 50V X8R 0603,IN_PRODUCTION,,0.0,159946.0,0.0,"9.6 KW Inverter, Maximizer Box"
Sienna,10-001724,CAP CER 8PF 50V NP0 0603,IN_PRODUCTION,,0.0,26366.0,0.0,9.6 KW Inverter
Sienna,10-001725,CAP CER 0.1UF ±10% 50V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,76597.0,0.0,9.6 KW Inverter
Sienna,10-001726,CAP CER 1000PF 50V C0G/NPO SOFT TERMINATION 0603,IN_PRODUCTION,,0.0,130040.0,0.0,"9.6 KW Inverter, Maximizer Box"
Sienna,10-001728,CAP CER 0.1UF ±20% 50V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,106843.0,0.0,9.6 KW Inverter
Sienna,10-001729,CAP CER 0.022UF 50V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,7882.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-001730,CAP CER 10000PF 50V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,202374.0,0.0,Maximizer Box
Sienna,10-001731,CAP CER 100PF 50V COG/NP0 0603,IN_PRODUCTION,,0.0,54634.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-001736,CAP 1206 X7R 16V 10UF 10% SOFT TERM,IN_PRODUCTION,,0.0,3646.0,0.0,9.6 KW Inverter
Sienna,10-001738,CAP CER 10UF 75V X7R 1210 AEC-Q,IN_PRODUCTION,,0.0,1584751.0,0.0,"9.6 KW Inverter, Maximizer Box"
Sienna,10-001763,RES SMD 49.9K OHM 1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,16570.0,0.0,9.6 KW Inverter
Sienna,10-001782,RES 1.5M OHM 1% 1/4W 1206,IN_PRODUCTION,,0.0,16318.0,0.0,9.6 KW Inverter
Sienna,10-001784,CAP CER 27PF 50V C0G/NP0 0402 AEC-Q,IN_PRODUCTION,,0.0,40941.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-001821,"Pressure Pin,Power Transistor",IN_PRODUCTION,,0.0,22249.0,0.0,9.6 KW Inverter
Sienna,10-001870,CONN JACK 1PORT 100 BASE-T PCB,IN_PRODUCTION,,0.0,6973.0,0.0,9.6 KW Inverter
Sienna,10-001887,"Custom Inductor, 19.2uH, 36.5%, THT",IN_PRODUCTION,,0.0,44101.0,0.0,Maximizer Box
Sienna,10-001907,RES 63.4 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,17130.0,0.0,9.6 KW Inverter
Sienna,10-001926,CAP CER 220PF 100V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,4516.0,0.0,9.6 KW Inverter
Sienna,10-001981,IC REG LINEAR 3.3V 300MA SOT23-5,IN_PRODUCTION,,0.0,9363.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-002009,ISOMOV 8KA 250VRMS BULK IN-LINE,IN_PRODUCTION,,0.0,12628.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-002026,"Hotmelt,Polyamid,V0,0.2-0.3 W/m-K",IN_PRODUCTION,,0.0,294045.1375947,0.0,9.6 KW Inverter
Sienna,10-002027,"Thread Forming Screw, M2.5 X 5mm, Torx",IN_PRODUCTION,,0.0,387510.0,0.0,Maximizer Box
Sienna,10-002035,"Sticker, Vent, 12mm Round",IN_PRODUCTION,,0.0,12746.0,0.0,9.6 KW Inverter
Sienna,10-002036,ULTRA THIN BLUE SMD LED,IN_PRODUCTION,,0.0,7016.0,0.0,Bridge
Sienna,10-002094,IC IGBT DVR,IN_PRODUCTION,,0.0,18419.0,0.0,9.6 KW Inverter
Sienna,10-002095,FUSE BRD 60A 250VAC 80VDC 2SMD,IN_PRODUCTION,,0.0,9598.0,0.0,9.6 KW Inverter
Sienna,10-002110,"Screw,M2.5x0.45 6g x8mm,BHT T8,Flange,Steel,ZnNi BC,Nylon Patch",IN_PRODUCTION,,0.0,35655.0,0.0,9.6 KW Inverter
Sienna,10-002113,"Screw,M5x0.8 6g x8mm,Under-Head Sealing,BHT T25,Flange,Steel,ZiNi BC,Nylon Patch",IN_PRODUCTION,,0.0,19522.0,0.0,9.6 KW Inverter
Sienna,10-002115,"Screw,K30 x 1.34PF x10mm,T/F,BHT T10,Flanged,Steel,ZiNi BC,Patch",IN_PRODUCTION,,0.0,58009.0,0.0,9.6 KW Inverter
Sienna,10-002116,"Screw,M4x0.7 6g x36mm,BHT T20,Flange,Steel,ZiNi BC,Nylon Patch",IN_PRODUCTION,,0.0,18597.0,0.0,9.6 KW Inverter
Sienna,10-002119,"Screw,#10-14 PLAST48-2x0.625in,T/F,BHT T25,Flange,Steel,ZiNi BC,Nylon Patch",IN_PRODUCTION,,0.0,25184.0,0.0,9.6 KW Inverter
Sienna,10-002120,"Screw,#8-32 UNRC-3Ax0.625in,BHT T15,Flange,Steel,ZiNi BC,Nylon Patch",IN_PRODUCTION,,0.0,6106.0,0.0,9.6 KW Inverter
Sienna,10-002121,"Screw,Shldr,M3x0.5 6g x4.5mm,4.09mm D Shldr,BHT T10,Flange,Steel,ZiNi BC,Nylon Patch",IN_PRODUCTION,,0.0,14500.0,0.0,9.6 KW Inverter
Sienna,10-002123,TVS DIODE 5VWM 6.8VC SOT23-6L,IN_PRODUCTION,,0.0,21707.0,0.0,9.6 KW Inverter
Sienna,10-002124,"Standoff,M4,M/F,6mm M,10mm F,20mm Shldr,Steel,ZnNi BC,Nylon Patch",IN_PRODUCTION,,0.0,9094.0,0.0,9.6 KW Inverter
Sienna,10-002134,"Screw,M4x0.7 6gx10mm,BHT T15,Steel,ZnNi BC,Nylon Patch",IN_PRODUCTION,,0.0,51279.0,0.0,9.6 KW Inverter
Sienna,10-002148,FERRITE BEAD 80 OHM 1206 1LN,IN_PRODUCTION,,0.0,33468.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-002162,Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.33uF X7R 0805 10%,IN_PRODUCTION,,0.0,27676.0,0.0,9.6 KW Inverter
Sienna,10-002170,RES SMD 22 OHM 5% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,83669.0,0.0,9.6 KW Inverter
Sienna,10-002171,CAP CER 4.7UF 50V X7R 0805,IN_PRODUCTION,,0.0,44420.0,0.0,9.6 KW Inverter
Sienna,10-002222,"Standoff, Male-Female, M3x17mm, Nylon",IN_PRODUCTION,,0.0,19887.0,0.0,Bridge
Sienna,10-002246,"Nut, 1/4-20, Hex Head, Steel, Zn-Ni Plated",IN_PRODUCTION,,0.0,43951.0,0.0,Bridge
Sienna,10-002260,CAP CER 4.7UF 50V X7R 1206,IN_PRODUCTION,,0.0,22242.0,0.0,9.6 KW Inverter
Sienna,10-002262,RES SMD 62 OHM 5% 1/4W 0603 AEC-Q,IN_PRODUCTION,,0.0,13776.0,0.0,9.6 KW Inverter
Sienna,10-002265,DIODE ARRAY SCHOTTKY 20V SOT23,IN_PRODUCTION,,0.0,2360.0,0.0,9.6 KW Inverter
Sienna,10-002277,OR Gate IC 4 Channel - 14-SO,IN_PRODUCTION,,0.0,5656.0,0.0,9.6 KW Inverter
Sienna,10-002278,"600VIN MICROPOWER, ISOLATED NO-O",IN_PRODUCTION,,0.0,14229.0,0.0,"9.6 KW Inverter, PV Hub"
Sienna,10-002293,IC GATE DRVR HIGH-SIDE 10MSOP,IN_PRODUCTION,,0.0,73636.0,0.0,Maximizer Box
Sienna,10-002308,DIODE GEN PURP 1KV 8A SMC,IN_PRODUCTION,,0.0,5889.0,0.0,PV Hub
Sienna,10-002310,FUSE BRD 3.15A 350VAC 500VDC SMD,IN_PRODUCTION,,0.0,3191.0,0.0,PV Hub
Sienna,10-002320,"Trans Voltage Suppressor Diode, 260W, 5.2V V(RWM), Unidirectional, 2 Element, Silicon",IN_PRODUCTION,,0.0,8735.0,0.0,9.6 KW Inverter
Sienna,10-002328,RES 22K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,13539.0,0.0,"Bridge, PV Hub"
Sienna,10-002329,CAP CER 47PF 50V C0G/NP0 0603,IN_PRODUCTION,,0.0,13409.0,0.0,"9.6 KW Inverter, PV Hub"
Sienna,10-002331,RES 2.49K OHM 1% 1/8W 0603 AEC-Q,IN_PRODUCTION,,0.0,8939.0,0.0,PV Hub
Sienna,10-002337,DIODE GP 600V 500MA DO219AB,IN_PRODUCTION,,0.0,4628.0,0.0,PV Hub
Sienna,10-002340,MOSFET N-CH 650V 16A TO252-3,IN_PRODUCTION,,0.0,14226.0,0.0,9.6 KW Inverter
Sienna,10-002376,CAP CER 1UF 25V X5R 0402,IN_PRODUCTION,,0.0,11155.0,0.0,9.6 KW Inverter
Sienna,10-002393,"RF/ Coaxial Connectors, 50 Ohms, FAKRA SMB Jack, Straight, PCB, Keying Option C, Blue",IN_PRODUCTION,,0.0,4381.0,0.0,9.6 KW Inverter
