,cm,part,description,item_category,cm_on_hand,cm_on_order,cm_unit_price,cm_price_source,lunar_on_hand_alloc,lunar_on_order_alloc,lunar_unit_price,obsolescence_state,projection_type,2026-07,2026-08,2026-09,2026-10,2026-11,2026-12,2027-01,2027-02,2027-03,2027-04,2027-05,2027-06,2027-07
934,Qualitel,10-001672,RELAY GEN PURPOSE SPDT 10A 12V,Electrical Components,8779,0,0.6027672125450676,CM On-Hand,0,0,0.49157717934480843,Active in Both,CM Depletion,5423,4896,4525,4149,3817,3770,3770,3770,3770,3770,3770,3770,3770
935,Lunar,10-001672,RELAY GEN PURPOSE SPDT 10A 12V,Electrical Components,0,0,0.6027672125450676,CM On-Hand,1801,0,0.49157717934480843,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
936,Qualitel,10-07848A,RES SMD 5.1 OHM 1% 1/5W 0402,Electrical Components,6556,600000,0.006899999999999999,CM On-Hand,0,0,0,Active in Both,CM Depletion,0,0,0,269,0,0,1982,1982,1982,1982,1982,1982,1982
937,Lunar,10-07848A,RES SMD 5.1 OHM 1% 1/5W 0402,Electrical Components,0,0,0.006899999999999999,CM On-Hand,0,0,0,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
938,Sienna,10-002729,CONN HEADER SMD 8POS 2.5MM,Electrical Components,3715,300,1.01,CM On-Hand,300,0,1.01,Gen 1 Only,CM Depletion,4077,3524,2716,1885,1170,540,0,0,0,0,0,0,0
939,Lunar,10-002729,CONN HEADER SMD 8POS 2.5MM,Electrical Components,0,0,1.01,CM On-Hand,0,1800,1.01,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
940,Lunar,10-08111A,0,0,0,0,0,,0,100,5.9,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
941,Sienna,10-002591,DIODE ZENER 5.23V 960MW DO219AC,Electrical Components,1975,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
942,Lunar,10-002591,DIODE ZENER 5.23V 960MW DO219AC,Electrical Components,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
943,Sienna,10-06825A,"Label, Caution, 19.05mm Tall Triangle, UL969",Part,659,2250,0.20400000000000001,CM On-Hand,0,0,0,Active in Both,CM Depletion,176,157,89,22,0,0,0,0,0,0,0,0,0
944,Lunar,10-06825A,"Label, Caution, 19.05mm Tall Triangle, UL969",Part,0,0,0.20400000000000001,CM On-Hand,0,0,0,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
945,Qualitel,10-07384A,0,0,0,135000,0.0008,CM On-Order,0,0,0.01,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
946,Lunar,10-07384A,0,0,0,0,0.0008,CM On-Order,0,2450,0.01,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
947,Sienna,10-002937,IC VREF SHUNT ADJ 0.4% 8SO,Electrical Components,9042,0,0.17673984696880518,CM On-Hand,238,0,0.16,Gen 1 Only,CM Depletion,1710,1503,1304,1097,919,750,593,462,379,288,187,65,0
948,Qualitel,10-002937,IC VREF SHUNT ADJ 0.4% 8SO,Electrical Components,6249,0,0.17673984696880518,CM On-Hand,0,0,0.16,Gen 1 Only,CM Depletion,1128,1047,992,936,888,881,881,881,881,881,881,881,881
949,Lunar,10-002937,IC VREF SHUNT ADJ 0.4% 8SO,Electrical Components,0,0,0.17673984696880518,CM On-Hand,38262,5000,0.16,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Sienna,10-005045,Diode Switching 85V 0.155A 3-Pin SOT-523 T/R,Electrical Components,56069,18000,0.03612948123523751,CM On-Hand,0,0,0,Active in Both,CM Depletion,2175,1685,1222,746,988,627,294,17,0,0,0,0,0
951,Qualitel,10-005045,Diode Switching 85V 0.155A 3-Pin SOT-523 T/R,Electrical Components,69672,0,0.03612948123523751,CM On-Hand,0,0,0,Active in Both,CM Depletion,2580,2328,2150,1969,1810,1788,1788,1788,1788,1788,1788,1788,1788
952,Lunar,10-005045,Diode Switching 85V 0.155A 3-Pin SOT-523 T/R,Electrical Components,0,0,0.03612948123523751,CM On-Hand,0,0,0,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
953,Sienna,10-002869,CAP CER 22UF 20% 25V X7R 1210,Electrical Components,1579,0,0.02,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Lunar,10-002869,CAP CER 22UF 20% 25V X7R 1210,Electrical Components,0,0,0.02,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
955,Sienna,10-004217,CAP CER 2.2UF 250V X7T 2220,Electrical Components,7364,0,1.1700000000000002,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,9699,8943,8171,7364,6655,5887,5153,4542,3599,2399,1067,0,0
956,Lunar,10-004217,CAP CER 2.2UF 250V X7T 2220,Electrical Components,0,0,1.1700000000000002,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
957,Lunar,90-07094A,"Smart Breaker, 40A, Boxed",Top Level Assembly,0,0,0,,167,0,98.10000000000001,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
958,Lunar,10-006941,0,0,0,0,0,,0,1400,0.88,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
959,Sienna,10-003756,"PCB Pin, 0.762mm x 24mm",Part,7191,0,0.8689111389236546,CM On-Hand,9,0,1.39,Gen 1 Only,CM Depletion,6595,6430,5856,5283,4709,4136,3615,3093,2572,1877,1008,0,0
960,Lunar,10-003756,"PCB Pin, 0.762mm x 24mm",Part,0,0,0.8689111389236546,CM On-Hand,0,0,1.39,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
961,Sienna,10-002500,RES 4.32K OHM 1% 1/16W 0402,Electrical Components,24604,0,0.0005935620224353764,CM On-Hand,0,0,0.001,Gen 1 Only,CM Depletion,9,8,8,7,6,6,5,5,5,4,4,4,3
962,Lunar,10-002500,RES 4.32K OHM 1% 1/16W 0402,Electrical Components,0,0,0.0005935620224353764,CM On-Hand,10000,0,0.001,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
963,Sienna,10-000561,CAP CER 10000PF 25V X7R 0402 AEC-Q,Electrical Components,71148,0,0.0019413024009552649,CM On-Hand,6688,0,0.0022,Active in Both,CM Depletion,130,111,93,74,57,43,30,19,12,5,0,0,0
964,Qualitel,10-000561,CAP CER 10000PF 25V X7R 0402 AEC-Q,Electrical Components,22648,30000,0.0019413024009552649,CM On-Hand,3311,0,0.0022,Active in Both,CM Depletion,41,32,22,12,62,53,45,38,29,19,10,0,0
965,Lunar,10-000561,CAP CER 10000PF 25V X7R 0402 AEC-Q,Electrical Components,0,0,0.0019413024009552649,CM On-Hand,0,40000,0.0022,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
966,Sienna,10-002244,"Bus Bar, Neutral, Bridge",Part,990,2717,3.148393939393939,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,3835,4061,7273,6234,6454,6675,6989,6045,5100,3841,2267,378,0
967,Lunar,10-002244,"Bus Bar, Neutral, Bridge",Part,0,0,3.148393939393939,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
968,Lunar,10-06647C,"PCBA DCDC/BMS, with Conformal Coating",Part,0,0,0,,12,2,124.08,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Lunar,10-08349A,"ASSY, HARNESS, TRUNK, 30 kWh,TYPE C INVERTER TO LFP 2.1",Assembly,0,0,0,,23,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
970,Sienna,10-006288,"Heat Shrink,2:1,38.1 mm ID Pre-Shrink,1 mm THK,UL224,Adhesive Lined",Part,109678,50,0.05998165701743487,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,7120,6486,5434,4378,3338,2322,1596,870,145,145,145,145,145
971,Qualitel,10-006288,"Heat Shrink,2:1,38.1 mm ID Pre-Shrink,1 mm THK,UL224,Adhesive Lined",Part,87,0,0.05998165701743487,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,299,0,0,0,0,0,0,0,0,0,0,0,0
972,Lunar,10-006288,"Heat Shrink,2:1,38.1 mm ID Pre-Shrink,1 mm THK,UL224,Adhesive Lined",Part,0,0,0.05998165701743487,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
973,Sienna,10-002921,CAP CER 10UF 35V X7R 1206,Electrical Components,5209,4000,0.2562777945164206,CM On-Hand,4071,0,0.262,Gen 1 Only,CM Depletion,1498,1198,1421,1121,1375,1131,903,713,592,460,314,137,0
974,Qualitel,10-002921,CAP CER 10UF 35V X7R 1206,Electrical Components,4748,0,0.2562777945164206,CM On-Hand,0,0,0.262,Gen 1 Only,CM Depletion,1251,1133,1053,973,903,893,893,893,893,893,893,893,893
975,Lunar,10-002921,CAP CER 10UF 35V X7R 1206,Electrical Components,0,0,0.2562777945164206,CM On-Hand,7929,6000,0.262,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
976,Lunar,10-06952A,"Module Assy with Enclosure, LFP DC ESS",Part,0,0,0,,39,0,259.8892307692308,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
977,Sienna,10-001993,DIODE SCHOTTKY 40V 5A SMC AEC-Q,Electrical Components,10595,14000,0.1016533491505317,CM On-Hand,14000,0,0.10045814498483957,Gen 1 Only,CM Depletion,1196,2038,1679,1310,1194,908,642,420,350,298,240,170,108
978,Qualitel,10-001993,DIODE SCHOTTKY 40V 5A SMC AEC-Q,Electrical Components,13008,0,0.1016533491505317,CM On-Hand,0,0,0.10045814498483957,Gen 1 Only,CM Depletion,1376,1189,1062,936,824,808,808,808,808,808,808,808,808
979,Lunar,10-001993,DIODE SCHOTTKY 40V 5A SMC AEC-Q,Electrical Components,0,0,0.1016533491505317,CM On-Hand,166074,0,0.10045814498483957,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
980,Sienna,10-07839A,CAP 2.2UF ±10% 10% 305VAC 630VDC AEC-Q200 X2 RADIAL 42.00mm x 12.00mm,Electrical Components,2583,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
981,Lunar,10-07839A,CAP 2.2UF ±10% 10% 305VAC 630VDC AEC-Q200 X2 RADIAL 42.00mm x 12.00mm,Electrical Components,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
982,Sienna,10-005012,Res Thin Film 1206 5.1 Ohm 0.5% 0.25W(1/4W) ±25ppm/°C Pad SMD T/R,Electrical Components,34273,0,0.056959945117851234,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,2040,1751,1477,1196,954,741,544,380,356,356,356,356,356
983,Qualitel,10-005012,Res Thin Film 1206 5.1 Ohm 0.5% 0.25W(1/4W) ±25ppm/°C Pad SMD T/R,Electrical Components,20754,0,0.056959945117851234,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,1219,1070,965,858,764,751,751,751,751,751,751,751,751
984,Lunar,10-005012,Res Thin Film 1206 5.1 Ohm 0.5% 0.25W(1/4W) ±25ppm/°C Pad SMD T/R,Electrical Components,0,0,0.056959945117851234,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
985,Sienna,10-003374,CONN HEADER SMD 14POS 2.5MM,Electrical Components,1880,2400,1.4239415675570288,CM On-Hand,471,0,2.003,Active in Both,CM Depletion,2929,5139,4000,2828,1820,933,112,0,0,0,0,0,0
986,Qualitel,10-003374,CONN HEADER SMD 14POS 2.5MM,Electrical Components,3249,0,1.4239415675570288,CM On-Hand,0,0,2.003,Active in Both,CM Depletion,4814,4161,3716,3272,2881,2825,2825,2825,2825,2825,2825,2825,2825
987,Lunar,10-003374,CONN HEADER SMD 14POS 2.5MM,Electrical Components,0,0,1.4239415675570288,CM On-Hand,429,155,2.003,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
988,Lunar,10-001190,0,0,0,0,0,,0,381,13.230120000000001,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
989,Qualitel,20-07554C,0,0,0,5000,27.56,CM On-Order,0,0,0,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
990,Lunar,20-07554C,0,0,0,0,27.56,CM On-Order,0,0,0,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
991,Sienna,10-004557,CAP CER 1000PF 250VAC X7R 1808,Electrical Components,62287,0,0.16371078232421996,CM On-Hand,7721,0,0.3874539798891081,Active in Both,CM Depletion,5190,4080,3032,1954,1027,211,0,0,0,0,0,0,0
992,Qualitel,10-004557,CAP CER 1000PF 250VAC X7R 1808,Electrical Components,19022,0,0.16371078232421996,CM On-Hand,0,0,0.3874539798891081,Active in Both,CM Depletion,3287,2686,2277,1869,1508,1457,1457,1457,1457,1457,1457,1457,1457
993,Lunar,10-004557,CAP CER 1000PF 250VAC X7R 1808,Electrical Components,0,0,0.16371078232421996,CM On-Hand,34843,4006,0.3874539798891081,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
994,Sienna,10-002848,"Standoff, Threaded, Male-Male, M4, 8mm, Nylon",Part,10000,0,0.044,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
995,Lunar,10-002848,"Standoff, Threaded, Male-Male, M4, 8mm, Nylon",Part,0,0,0.044,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
996,Celestica,10-000062,"Cover, Battery Block",Part,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
997,Lunar,10-000062,"Cover, Battery Block",Part,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
998,Sienna,10-006108,"Label, Overcurrent Device, Bridge",Assembly,8422,0,0.665441462835431,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,5666,5602,5383,5163,4944,4724,4524,4325,4125,3859,3526,3127,2723
999,Lunar,10-006108,"Label, Overcurrent Device, Bridge",Assembly,0,0,0.665441462835431,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,Sienna,10-004439,"10-004439 Insulating Tape, 0.069mm Thickness x 50.8 x 86 mm, Polyimide/Kapton",Assembly,2863,972,2.2837000000000005,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,6778,5682,5088,3261,2448,690,0,0,0,0,0,0,0
1001,Lunar,10-004439,"10-004439 Insulating Tape, 0.069mm Thickness x 50.8 x 86 mm, Polyimide/Kapton",Assembly,0,0,2.2837000000000005,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Sienna,10-06733A,"Label, Limit, PCS",Part,7621,0,0.452,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,3656,3443,3125,2806,2487,2169,1864,1558,1253,903,508,67,0
1003,Lunar,10-06733A,"Label, Limit, PCS",Part,0,0,0.452,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,Sienna,10-002885,"EFUSE IC, LATCH TYPE, 15.1V VOLT",Electrical Components,10448,20000,0.36792805441702275,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,4235,2363,597,0,3104,3200,1929,869,715,715,715,715,715
1005,Qualitel,10-002885,"EFUSE IC, LATCH TYPE, 15.1V VOLT",Electrical Components,12486,0,0.36792805441702275,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,4885,3872,3183,2495,1887,1801,1801,1801,1801,1801,1801,1801,1801
1006,Lunar,10-002885,"EFUSE IC, LATCH TYPE, 15.1V VOLT",Electrical Components,0,0,0.36792805441702275,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,Sienna,10-002504,RES 44.2K OHM 1% 1/16W 0402,Electrical Components,11777,0,0.0011999999999999997,CM On-Hand,0,0,0.0012,Gen 1 Only,CM Depletion,15,14,13,12,11,10,9,9,9,9,9,9,9
1008,Lunar,10-002504,RES 44.2K OHM 1% 1/16W 0402,Electrical Components,0,0,0.0011999999999999997,CM On-Hand,1720000,0,0.0012,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,Lunar,10-07964A,RES SMD 2.2M OHM 1% 1/16W 0402,Electrical Components,0,0,0,,10000,0,0.0009,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,Lunar,90-002802,"Battery With Cover and Brackets, Boxed, Lunar Blue",Top Level Assembly,0,0,0,,20,0,1822.5185000000001,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,Lunar,10-002700,0,0,0,0,0,,0,1000,0.95851,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,Qualitel,10-002956,IC REG LINEAR 3.3V 100MA 6DFN,Electrical Components,10692,53000,0.2843122024087386,CM On-Hand,20268,0,0.46,Active in Both,CM Depletion,2494,3734,2327,844,35,0,0,0,0,6747,6747,6747,6747
1013,Lunar,10-002956,IC REG LINEAR 3.3V 100MA 6DFN,Electrical Components,0,0,0.2843122024087386,CM On-Hand,25131,12000,0.46,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,Celestica,10-002956,IC REG LINEAR 3.3V 100MA 6DFN,Electrical Components,19,0,0.2843122024087386,CM On-Hand,0,0,0.46,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,Sienna,10-004060,DIODE ZENER 15V 5W DO214AA,Electrical Components,5507,0,0.0894,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,531,461,394,328,277,270,270,270,270,270,270,270,270
1016,Lunar,10-004060,DIODE ZENER 15V 5W DO214AA,Electrical Components,0,0,0.0894,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,Qualitel,10-07730A,"SCREW, M5-0.8X10, Hex Flg HD, SEALING, STL+ZNNI",Part,40124,50700,0.22000000000000003,CM On-Hand,0,0,0,Gen 2 Only,CM Depletion,8827,8827,19981,19981,19981,17209,3349,0,0,0,0,0,0
1018,Lunar,10-07730A,"SCREW, M5-0.8X10, Hex Flg HD, SEALING, STL+ZNNI",Part,0,0,0.22000000000000003,CM On-Hand,0,0,0,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,Sienna,10-003188,RES 0.5 OHM 1% 2W 2512 AEC-Q,Electrical Components,11115,0,0.14106506753348652,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,1658,1492,1333,1168,1026,891,766,661,595,522,442,344,259
1020,Qualitel,10-003188,RES 0.5 OHM 1% 2W 2512 AEC-Q,Electrical Components,6728,0,0.14106506753348652,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,968,903,859,815,776,771,771,771,771,771,771,771,771
1021,Lunar,10-003188,RES 0.5 OHM 1% 2W 2512 AEC-Q,Electrical Components,0,0,0.14106506753348652,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,Sienna,10-003606,"Label, MAC Address, Maximizer",Part,218907,0,0.17200000000000001,CM On-Hand,0,0,0,Active in Both,CM Depletion,38590,35687,30458,25229,20069,14909,14909,14909,14909,14909,14909,14909,14909
1023,Lunar,10-003606,"Label, MAC Address, Maximizer",Part,0,0,0.17200000000000001,CM On-Hand,0,0,0,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,Lunar,10-08453A,"Hinge Base, Enclosure, Inverter Gen 2, Press Brake",Part,0,0,0,,207,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,Lunar,10-002728,CAP CER 0.016UF 50V X7R 0603,Electrical Components,0,0,0,,20000,12000,0.031,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,Sienna,10-004974,Hi Side Single 5.5V 0.4A to 4A 6-Pin TSOT-26 T/R,Electrical Components,70931,0,0.285,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,21112,16569,12237,7774,3847,3299,3299,3299,3299,3299,3299,3299,3299
1027,Lunar,10-004974,Hi Side Single 5.5V 0.4A to 4A 6-Pin TSOT-26 T/R,Electrical Components,0,0,0.285,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,Sienna,10-005853,"Packaging, Bridge, Front Cap Frame",Part,9878,8800,0.6299999999999999,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,6513,6466,7946,9679,8639,7600,6655,5710,4765,3505,1930,40,0
1029,Lunar,10-005853,"Packaging, Bridge, Front Cap Frame",Part,0,0,0.6299999999999999,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,Qualitel,10-006613,CONN HEADER R/A 32POS 2MM,Electrical Components,1825,3000,0.483,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,773,754,516,265,1298,1037,785,574,280,0,0,0,0
1031,Lunar,10-006613,CONN HEADER R/A 32POS 2MM,Electrical Components,0,0,0.483,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,Qualitel,10-003055,"Threadlocking Adhesive, Low Strength",Part,700,0,1.456374646922879,CM On-Hand,0,0,0,Active in Both,CM Depletion,1019,0,0,0,0,0,0,0,0,0,0,0,0
1033,Lunar,10-003055,"Threadlocking Adhesive, Low Strength",Part,0,0,1.456374646922879,CM On-Hand,0,0,0,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,Lunar,10-001686,RES SMD 1K OHM 5% 2/3W 1206,Electrical Components,0,0,0,,135000,45000,0.012,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,Sienna,10-002910,CONN HEADER VERT 3POS 10MM,Electrical Components,9958,0,1.599268380499748,CM On-Hand,0,0,1.6699999999999997,Gen 1 Only,CM Depletion,16167,13455,10896,8263,5999,4006,2164,629,405,405,405,405,405
1036,Qualitel,10-002910,CONN HEADER VERT 3POS 10MM,Electrical Components,3929,0,1.599268380499748,CM On-Hand,0,0,1.6699999999999997,Gen 1 Only,CM Depletion,6495,5761,5262,4763,4323,4260,4260,4260,4260,4260,4260,4260,4260
1037,Lunar,10-002910,CONN HEADER VERT 3POS 10MM,Electrical Components,0,0,1.599268380499748,CM On-Hand,0,3888,1.6699999999999997,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,Celestica,10-06529A,"Submodule,HU",Part,1658,0,46.66,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,Lunar,10-06529A,"Submodule,HU",Part,0,0,46.66,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,Lunar,10-006976,IC REG BUCK BOOST ADJ 600MA 8CSP (0.80MM x1.60MM),Electrical Components,0,0,0,,1000,0,0.6648999999999999,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,Sienna,10-001437,DIODE RECT 100V 20A DPAK,Electrical Components,5490,0,0.27292284298817876,CM On-Hand,0,0,0.26999999999999996,Active in Both,CM Depletion,1547,1315,1097,872,679,509,352,221,202,202,202,202,202
1042,Celestica,10-001437,DIODE RECT 100V 20A DPAK,Electrical Components,0,0,0.27292284298817876,CM On-Hand,0,0,0.26999999999999996,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,Lunar,10-001437,DIODE RECT 100V 20A DPAK,Electrical Components,0,0,0.27292284298817876,CM On-Hand,154167,0,0.26999999999999996,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,Qualitel,10-001437,DIODE RECT 100V 20A DPAK,Electrical Components,14897,50000,0.27292284298817876,CM On-Hand,20000,0,0.26999999999999996,Active in Both,CM Depletion,3578,2868,5527,4019,3166,6461,6461,6461,6461,6461,6461,6461,6461
1045,Lunar,10-07885A,0,0,0,0,0,,0,100,3.38,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,Sienna,10-004666,PV Disconnect Switch 0.1 mA at 3.3 VDC,Electrical Components,1603,3342,9.96,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,18187,13406,14900,16394,8546,6514,6683,4283,0,0,0,0,0
1047,Lunar,10-004666,PV Disconnect Switch 0.1 mA at 3.3 VDC,Electrical Components,0,0,9.96,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,Sienna,10-000616,RES SMD 330K OHM 0.1% 1/4W 1206 AEC-Q,Electrical Components,59069,0,0.08794003608536055,CM On-Hand,0,0,0.322,Active in Both,CM Depletion,5366,4545,3772,2975,2291,1688,1131,666,599,599,599,599,599
1049,Qualitel,10-000616,RES SMD 330K OHM 0.1% 1/4W 1206 AEC-Q,Electrical Components,21296,0,0.08794003608536055,CM On-Hand,0,0,0.322,Active in Both,CM Depletion,2000,1556,1255,953,687,649,649,649,649,649,649,649,649
1050,Lunar,10-000616,RES SMD 330K OHM 0.1% 1/4W 1206 AEC-Q,Electrical Components,0,0,0.08794003608536055,CM On-Hand,0,1000,0.322,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,Lunar,10-002986,"Fan,DC-DC,Jacketed Leads",Part,0,0,0,,2520,0,6.65,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,Sienna,10-005151,"Potted Wire Passthrough and Inductor Housing, Inverter Power Module, D",Part,1529,3452,54.10000000000001,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,100031,74063,84288,122158,79527,37870,60213,30458,703,703,703,703,703
1053,Lunar,10-005151,"Potted Wire Passthrough and Inductor Housing, Inverter Power Module, D",Part,0,0,54.10000000000001,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,Lunar,10-07952A,0,0,0,0,0,,0,375,0.478,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,Lunar,60-006228,PCBA 4 Channel Gate Drive Power Supply,Non-Production Part,0,0,0,,12,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,Sienna,10-001654,CAP CER 0.22UF 10V X7R 0402,Electrical Components,334064,30000,0.004966500199291928,CM On-Hand,0,0,0.006670000000000001,Active in Both,CM Depletion,1708,1462,1376,1135,923,888,882,877,877,877,877,877,877
